numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
14.17,17,83.35,11.35,False,5,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
6.67,11,60.64,11.36,False,10,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
9.17,11,83.36,11.36,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
9.67,16,60.44,11.56,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
7.83,13,60.23,11.77,False,18,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
14.25,17,83.82,11.82,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
26.0,31,83.87,11.87,False,9,1,candidates: outcome of latest offer (Offered On) | offer records,Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists),Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.42,16,83.88,11.88,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,none (no Rescinded status exists),Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
21.0,35,60.0,12.0,False,9,1,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
21.0,25,84.0,12.0,False,13,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,25,60.0,12.0,False,18,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
12.0,20,60.0,12.0,False,24,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
9.0,15,60.0,12.0,False,40,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-09-14
3.0,5,60.0,12.0,False,24,0,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,calendar 2025
10.17,17,59.82,12.18,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
16.0,19,84.21,12.21,False,6,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
27.0,32,84.38,12.38,False,7,1,candidates: outcome of latest offer (Offered On) | offer records,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.5,16,84.38,12.38,False,4,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
12.67,15,84.47,12.47,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
8.33,14,59.5,12.5,False,16,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
11.83,14,84.5,12.5,False,10,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
19.0,32,59.38,12.62,False,20,4,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
22.0,26,84.62,12.62,False,20,2,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.0,13,84.62,12.62,False,92,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
15.25,18,84.72,12.72,False,5,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
16.0,27,59.26,12.74,False,17,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
10.17,12,84.75,12.75,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
